product_id,name,category,subcategory,price,brand,rating,review_count,stock_quantity,is_featured,creation_date
prod_00234,Le plaisir de changer à la pointe,home,kitchen,42.67,Gomez Peltier et Fils,4.3,52,809,False,2025-03-12
prod_00235,La liberté de changer à la pointe,beauty,skincare,25.97,Evrard S.A.S.,4.8,52,219,False,2024-12-13
prod_00236,Le plaisir d'atteindre vos buts à sa source,beauty,haircare,119.93,Nicolas,4.3,48,221,False,2024-11-01
prod_00237,L'avantage de concrétiser vos projets de manière efficace,beauty,makeup,48.75,Moreno Julien S.A.R.L.,4.4,43,137,False,2024-12-03
prod_00238,Le confort de rouler autrement,books,fiction,24.45,Monnier Lecoq S.A.,4.2,44,496,False,2025-10-02
prod_00239,La liberté de rouler plus rapidement,sports,team_sports,85.18,Morin,3.2,37,934,False,2025-08-13
prod_00240,Le plaisir d'évoluer sans soucis,toys,action_figures,46.8,Lacombe S.A.S.,4.5,43,834,False,2025-04-23
prod_00241,L'avantage d'évoluer sans soucis,sports,fitness,100.2,Boyer,4.4,49,495,False,2025-01-12
prod_00242,Le plaisir de changer plus facilement,fashion,clothing,17.14,Launay SARL,3.6,40,943,False,2025-09-01
prod_00243,Le confort de louer plus rapidement,sports,outdoor,43.78,Paris Riou SARL,3.7,45,215,False,2025-09-15
prod_00244,La possibilité de concrétiser vos projets de manière sûre,electronics,tablet,12.22,Valentin,4.0,47,195,False,2025-03-08
prod_00245,L'art de concrétiser vos projets naturellement,electronics,headphones,86.21,Robert,3.8,52,566,False,2025-06-19
prod_00246,Le pouvoir de rouler sans soucis,beauty,makeup,49.37,Devaux,3.1,41,104,False,2025-09-29
prod_00247,Le confort de concrétiser vos projets sans soucis,fashion,accessories,157.48,Lévêque Roussel S.A.,4.1,40,491,False,2025-03-07
prod_00248,La possibilité de rouler plus rapidement,toys,educational,58.77,Lesage,4.9,50,251,False,2025-09-20
prod_00249,La possibilité de concrétiser vos projets de manière efficace,home,kitchen,92.47,Lemaire,4.3,49,155,False,2025-02-26
prod_00250,La possibilité d'avancer plus facilement,fashion,accessories,154.99,De Sousa SA,3.8,45,653,True,2025-03-17
prod_00251,L'avantage de rouler à sa source,sports,team_sports,42.83,Perrin SARL,5.0,55,880,False,2025-08-24
prod_00252,L'assurance d'innover autrement,sports,team_sports,22.67,Richard Girard et Fils,4.2,39,15,False,2025-05-18
prod_00253,L'avantage d'atteindre vos buts à la pointe,electronics,headphones,60.17,Tanguy SA,4.1,55,242,False,2025-01-30
prod_00254,La possibilité de rouler à la pointe,home,kitchen,104.1,Ledoux,4.1,39,216,False,2025-06-12
prod_00255,Le confort d'évoluer naturellement,books,cookbooks,46.4,Bourgeois S.A.S.,4.4,43,598,False,2025-03-09
prod_00256,Le droit de concrétiser vos projets en toute tranquilité,toys,educational,50.84,Rodrigues et Fils,5.0,42,17,False,2025-06-12
prod_00257,L'avantage d'atteindre vos buts à la pointe,toys,dolls,41.51,Pottier SARL,4.6,43,805,False,2025-03-12
prod_00258,L'assurance d'atteindre vos buts avant-tout,fashion,clothing,59.71,Lemoine Jacob S.A.S.,4.1,45,749,False,2025-09-02
prod_00259,Le pouvoir d'avancer plus facilement,toys,board_games,22.27,Aubry,3.3,42,78,False,2025-02-12
prod_00260,La liberté d'atteindre vos buts plus rapidement,beauty,fragrance,32.9,Besnard Hoarau SARL,4.1,37,232,False,2025-05-11
prod_00261,L'art de changer plus facilement,sports,team_sports,89.85,Gosselin Vallet SARL,4.5,42,51,False,2025-08-01
prod_00262,Le pouvoir de rouler en toute tranquilité,home,furniture,17.09,Michel,3.3,38,258,False,2025-09-08
prod_00263,L'avantage de changer de manière efficace,electronics,smartphone,36.85,Germain S.A.R.L.,3.9,45,988,False,2025-02-17
prod_00264,La liberté de changer plus rapidement,books,business,40.61,Girard SA,4.3,44,548,False,2025-09-10
prod_00265,L'art de changer à l'état pur,sports,yoga,48.91,Payet S.A.S.,4.3,42,147,False,2025-04-10
prod_00266,La liberté de rouler à la pointe,home,kitchen,16.11,Ramos,5.0,48,908,False,2025-09-14
prod_00267,Le droit de concrétiser vos projets à la pointe,fashion,watches,158.2,Hoarau S.A.R.L.,3.4,53,781,False,2024-10-21
prod_00268,Le pouvoir d'atteindre vos buts plus facilement,home,furniture,107.34,Martel Martinez SA,3.6,36,804,False,2025-08-22
prod_00269,Le pouvoir d'atteindre vos buts plus facilement,fashion,shoes,53.72,Blanchard,4.8,46,958,False,2025-01-22
prod_00270,Le confort d'avancer plus rapidement,home,decor,14.69,Rivière S.A.R.L.,4.4,36,958,False,2025-07-05
prod_00271,La possibilité de changer à sa source,beauty,makeup,228.1,Sanchez,4.0,47,951,False,2025-03-04
prod_00272,Le plaisir d'évoluer en toute tranquilité,toys,board_games,80.55,Lefebvre,4.9,27,14,True,2025-01-30
prod_00273,La possibilité de concrétiser vos projets à l'état pur,toys,dolls,187.1,Pierre,4.0,54,174,False,2025-04-22
prod_00274,Le plaisir de louer de manière sûre,electronics,tablet,31.88,Poulain Turpin SA,4.4,46,870,False,2025-08-16
prod_00275,L'assurance de concrétiser vos projets avant-tout,home,furniture,88.92,Meyer,4.4,61,847,False,2025-05-28
prod_00276,La liberté d'atteindre vos buts de manière efficace,books,business,30.19,Marin SARL,4.0,46,363,False,2025-07-20
prod_00277,Le plaisir d'avancer plus rapidement,beauty,skincare,35.78,Dumont,4.3,50,175,False,2025-09-18
prod_00278,Le droit d'évoluer sans soucis,sports,fitness,129.35,Descamps,4.2,39,985,False,2024-11-19
prod_00279,La possibilité d'atteindre vos buts de manière sûre,electronics,smartphone,24.1,Renard et Fils,3.7,48,933,False,2025-08-24
prod_00280,L'art de louer à sa source,home,decor,37.02,Voisin,3.9,45,212,False,2025-06-06
prod_00281,Le plaisir d'évoluer à sa source,sports,fitness,65.38,Turpin,4.5,44,596,False,2025-03-26
prod_00282,L'assurance d'atteindre vos buts autrement,toys,action_figures,28.88,Prévost,3.8,54,541,False,2025-06-10
prod_00283,L'avantage de concrétiser vos projets plus rapidement,fashion,shoes,57.54,Descamps SARL,4.6,35,832,False,2025-07-18
prod_00284,Le pouvoir d'innover naturellement,beauty,skincare,65.8,Ferreira,3.8,44,632,False,2025-04-30
prod_00285,L'avantage de changer en toute tranquilité,home,appliances,82.81,Becker,3.1,51,269,False,2025-02-19
prod_00286,La possibilité de concrétiser vos projets autrement,books,business,69.15,Carlier Hoareau S.A.S.,4.3,58,151,False,2024-10-17
prod_00287,Le plaisir d'avancer sans soucis,toys,educational,170.57,Bertin Leroux SARL,4.9,42,792,False,2024-11-20
prod_00288,La liberté de changer naturellement,home,furniture,41.72,Pierre,4.5,36,168,False,2024-12-21
prod_00289,Le pouvoir de louer à la pointe,beauty,fragrance,43.18,Durand Garnier S.A.S.,4.0,41,801,False,2025-05-17
prod_00290,Le confort d'évoluer sans soucis,toys,board_games,54.5,Merle Maurice et Fils,3.7,42,130,False,2025-09-23
prod_00291,Le droit de louer à l'état pur,home,appliances,85.72,Duval Henry et Fils,4.7,48,636,False,2025-04-29
prod_00292,L'art d'évoluer à l'état pur,toys,board_games,101.44,Petitjean Colin S.A.,4.6,44,157,False,2025-08-31
prod_00293,Le pouvoir de louer à la pointe,beauty,skincare,88.25,Pruvost,4.4,47,186,False,2025-03-29
prod_00294,L'avantage de rouler sans soucis,toys,dolls,104.49,Huet,3.8,49,957,False,2025-07-31
prod_00295,Le droit de concrétiser vos projets de manière efficace,books,fiction,53.36,Delorme S.A.R.L.,4.0,39,720,False,2025-08-02
prod_00296,La possibilité d'évoluer plus facilement,toys,educational,20.94,Germain Olivier S.A.S.,4.0,51,670,False,2025-08-07
prod_00297,Le droit d'évoluer plus rapidement,fashion,shoes,27.87,Dupuy,3.9,40,915,False,2024-11-23
prod_00298,L'assurance de changer avant-tout,home,furniture,27.88,Rossi Berthelot et Fils,4.0,37,426,True,2025-10-05
prod_00299,Le droit de changer autrement,home,furniture,68.97,Carlier et Fils,4.3,45,346,False,2025-01-25
prod_00300,L'assurance de concrétiser vos projets autrement,home,decor,110.41,Lebon,4.3,51,107,False,2025-07-27
prod_00301,La possibilité d'évoluer sans soucis,electronics,smartphone,40.63,Vidal,4.3,41,643,False,2025-09-19
prod_00302,Le confort de louer avant-tout,electronics,tablet,40.41,Pereira,4.2,49,475,False,2025-04-23
prod_00303,La possibilité d'avancer de manière sûre,toys,dolls,11.88,Costa,4.9,44,770,False,2025-08-03
prod_00304,Le confort d'évoluer de manière sûre,toys,dolls,73.93,Brunet,4.1,41,934,False,2025-03-11
prod_00305,Le confort d'évoluer en toute tranquilité,electronics,headphones,175.24,Martin S.A.S.,4.3,52,47,False,2025-01-16
prod_00306,Le pouvoir de changer en toute tranquilité,home,furniture,171.9,Mallet S.A.,3.3,44,507,True,2025-05-06
prod_00307,Le plaisir de louer à la pointe,toys,board_games,23.31,Normand Chrétien S.A.R.L.,4.6,61,939,False,2025-01-08
prod_00308,Le confort d'atteindre vos buts en toute tranquilité,home,kitchen,15.54,Jacquot,4.3,53,193,False,2025-09-01
prod_00309,Le pouvoir de changer autrement,beauty,haircare,47.96,Teixeira et Fils,4.8,50,483,False,2025-08-15
prod_00310,Le confort d'atteindre vos buts à la pointe,home,furniture,40.43,Lagarde,4.1,48,701,False,2025-10-04
prod_00311,Le pouvoir d'avancer de manière efficace,electronics,laptop,164.36,Pelletier,4.2,44,677,False,2025-04-15
prod_00312,Le pouvoir de rouler en toute tranquilité,books,fiction,40.97,Lucas S.A.,4.1,38,682,False,2025-01-09
prod_00313,La liberté de louer en toute tranquilité,fashion,watches,39.53,Hernandez Marion SARL,4.6,44,626,False,2025-06-05
prod_00314,La possibilité de changer plus rapidement,electronics,headphones,64.42,Menard,4.4,48,844,False,2025-05-31
prod_00315,Le pouvoir de concrétiser vos projets avant-tout,fashion,clothing,36.17,Sauvage SA,4.3,39,508,True,2025-03-21
prod_00316,Le droit de rouler à l'état pur,electronics,smartphone,15.2,Guérin SARL,4.0,50,818,False,2025-03-03
prod_00317,L'avantage de louer sans soucis,toys,board_games,21.09,Foucher et Fils,4.4,38,35,True,2025-09-27
prod_00318,Le droit d'évoluer à l'état pur,beauty,makeup,32.63,Ferreira Deschamps S.A.R.L.,4.7,53,128,False,2025-09-24
prod_00319,La liberté d'atteindre vos buts sans soucis,fashion,clothing,62.9,Maury S.A.R.L.,4.4,55,329,False,2025-05-24
prod_00320,Le confort de louer naturellement,home,kitchen,93.41,Valentin SARL,4.6,42,189,False,2024-12-16
prod_00321,La liberté d'atteindre vos buts sans soucis,toys,dolls,15.84,Boulay Maillet S.A.R.L.,4.3,46,663,False,2025-09-03
prod_00322,Le droit de louer de manière efficace,fashion,shoes,25.75,Fouquet S.A.S.,3.7,35,122,False,2025-02-17
prod_00323,L'avantage d'innover autrement,fashion,clothing,79.52,Lamy,4.3,48,448,False,2025-08-26
prod_00324,La liberté d'atteindre vos buts plus rapidement,electronics,laptop,110.8,Vidal Clerc S.A.,4.8,43,110,False,2025-05-10
prod_00325,L'assurance d'avancer autrement,home,appliances,47.13,Imbert,3.8,37,800,False,2025-04-27
prod_00326,Le plaisir de concrétiser vos projets à l'état pur,books,cookbooks,78.77,Benoit Petit S.A.S.,4.8,42,243,False,2025-10-04
prod_00327,Le confort de louer naturellement,books,business,110.09,Pons Roy S.A.R.L.,4.0,48,498,False,2025-07-20
prod_00328,Le confort de changer avant-tout,toys,board_games,65.77,Pereira S.A.S.,4.9,53,436,False,2025-02-08
prod_00329,Le pouvoir d'avancer de manière sûre,electronics,headphones,121.44,Marion,4.7,47,662,False,2024-12-05
prod_00330,La possibilité d'atteindre vos buts de manière sûre,electronics,laptop,104.19,Maillot,4.2,38,756,True,2025-10-05
prod_00331,L'art d'innover à sa source,toys,board_games,63.16,Boulanger S.A.,4.6,42,542,False,2025-08-11
prod_00332,Le droit de rouler à la pointe,fashion,accessories,135.02,Barbe,4.2,45,121,False,2025-06-01
prod_00333,L'avantage de changer à sa source,electronics,laptop,35.2,Guillaume Langlois S.A.R.L.,4.1,33,701,False,2024-12-19
prod_00334,L'assurance de concrétiser vos projets en toute tranquilité,electronics,headphones,9.91,Meyer Sanchez SARL,3.1,40,552,False,2025-08-29
prod_00335,L'art de changer plus facilement,electronics,headphones,45.9,Klein,4.1,44,845,False,2025-09-05
prod_00336,L'art d'évoluer de manière sûre,beauty,skincare,28.21,Albert,4.4,54,128,False,2024-10-13
prod_00337,L'avantage de changer avant-tout,electronics,headphones,55.82,Dupré S.A.,4.2,51,669,False,2024-12-07
prod_00338,Le pouvoir d'avancer autrement,books,business,84.99,Louis Raymond SARL,4.2,48,226,True,2024-11-13
prod_00339,Le confort de concrétiser vos projets sans soucis,sports,fitness,39.44,Garcia S.A.,4.1,42,455,False,2024-12-27
prod_00340,L'art de changer à la pointe,fashion,shoes,58.6,Thierry,4.3,47,367,False,2025-08-13
prod_00341,La liberté de rouler à sa source,toys,board_games,39.72,Ramos S.A.S.,3.5,41,201,False,2024-12-06
prod_00342,L'avantage de concrétiser vos projets en toute tranquilité,books,business,109.6,Auger,4.1,43,95,False,2024-12-31
prod_00343,Le plaisir d'avancer avant-tout,home,appliances,53.62,Salmon,4.7,47,855,False,2025-06-16
prod_00344,Le pouvoir d'atteindre vos buts sans soucis,home,appliances,22.52,Guillot,3.7,55,863,False,2025-09-22
prod_00345,Le plaisir d'avancer à l'état pur,beauty,makeup,189.87,Hamel,4.7,42,356,False,2025-03-29
prod_00346,La possibilité d'innover à l'état pur,beauty,haircare,26.45,Launay Colas S.A.S.,3.0,32,18,False,2025-05-19
prod_00347,Le droit de changer à sa source,fashion,shoes,78.54,Mathieu,3.6,61,347,False,2024-10-11
prod_00348,Le plaisir d'atteindre vos buts de manière sûre,toys,action_figures,37.71,Regnier Rodrigues S.A.R.L.,4.4,48,210,False,2025-03-30
prod_00349,L'avantage d'évoluer naturellement,toys,board_games,63.75,Boulanger,3.9,36,523,False,2024-11-29
prod_00350,Le pouvoir de changer autrement,toys,board_games,38.55,Bousquet,4.5,41,691,False,2025-05-12
prod_00351,Le droit d'atteindre vos buts autrement,books,cookbooks,49.81,Martel,4.9,51,403,False,2025-04-30
prod_00352,L'assurance d'innover sans soucis,toys,educational,23.09,Salmon,4.4,52,492,False,2024-10-13
prod_00353,Le plaisir d'innover à sa source,home,furniture,20.73,Cohen,4.3,54,788,False,2025-09-12
prod_00354,La liberté de rouler plus facilement,toys,action_figures,55.84,Le Goff,5.0,45,560,True,2025-06-13
prod_00355,Le droit d'avancer de manière efficace,electronics,tablet,72.88,Renault,4.6,36,424,False,2025-08-14
prod_00356,La possibilité d'évoluer de manière sûre,beauty,fragrance,22.47,Laroche Legrand SA,4.4,46,316,False,2024-11-18
prod_00357,L'avantage de concrétiser vos projets sans soucis,toys,educational,74.42,Allard,3.3,38,553,False,2024-12-18
prod_00358,L'art de changer en toute tranquilité,home,decor,44.05,Fontaine,4.4,66,818,True,2025-06-22
prod_00359,Le pouvoir de changer sans soucis,fashion,watches,120.3,Bodin,4.8,46,516,False,2025-05-29
prod_00360,L'avantage de changer à l'état pur,beauty,fragrance,115.24,Morel,4.5,44,637,False,2025-08-14
prod_00361,Le plaisir de changer autrement,toys,action_figures,49.67,Descamps S.A.R.L.,3.9,42,743,False,2025-03-07
prod_00362,L'art d'atteindre vos buts de manière sûre,books,fiction,74.3,Chauvet,4.8,56,15,False,2025-08-10
prod_00363,Le pouvoir d'innover de manière sûre,sports,fitness,21.82,Briand,3.0,51,619,False,2025-02-08
prod_00364,Le plaisir d'évoluer plus rapidement,home,appliances,31.43,Le Goff SA,4.1,51,418,False,2025-09-27
prod_00365,La possibilité de concrétiser vos projets de manière sûre,books,business,37.93,Peron,4.0,46,664,False,2025-03-14
prod_00366,Le droit d'innover à sa source,beauty,skincare,76.24,Jacob SA,4.6,46,122,False,2025-09-03
prod_00367,Le pouvoir d'atteindre vos buts à la pointe,toys,board_games,67.68,Breton,4.3,39,911,True,2025-05-06
prod_00368,L'assurance de louer de manière efficace,books,science,147.4,Lemaître,4.2,47,823,False,2025-07-06
prod_00369,La possibilité d'innover à sa source,fashion,shoes,189.59,Bouchet,4.3,48,950,False,2024-10-26
prod_00370,L'art d'atteindre vos buts sans soucis,home,furniture,44.24,Dos Santos,4.1,43,932,False,2024-12-03
prod_00371,Le droit d'avancer de manière efficace,beauty,haircare,42.27,Marty Perrin S.A.S.,4.9,43,949,False,2025-03-12
prod_00372,L'art d'avancer plus rapidement,books,science,42.98,Tanguy SA,4.5,56,118,True,2025-09-18
prod_00373,Le confort d'avancer autrement,toys,action_figures,36.21,Cousin S.A.S.,3.9,48,207,False,2025-05-01
prod_00374,L'avantage de rouler à sa source,sports,fitness,62.38,Gros,3.5,53,684,True,2025-07-16
prod_00375,Le plaisir d'atteindre vos buts de manière sûre,beauty,makeup,38.29,Laporte,4.1,47,983,True,2025-06-04
prod_00376,Le droit d'évoluer autrement,toys,dolls,101.99,Pires,2.9,41,932,False,2025-08-14
prod_00377,Le confort d'innover avant-tout,home,decor,167.79,Lelièvre,4.4,40,386,False,2025-06-20
prod_00378,Le pouvoir de louer en toute tranquilité,books,cookbooks,43.15,Roger et Fils,4.5,55,653,False,2025-02-25
prod_00379,Le confort d'innover plus facilement,electronics,tablet,13.8,Traore,4.7,43,932,True,2025-07-17
prod_00380,La possibilité de louer de manière sûre,toys,dolls,63.93,Joseph,3.9,49,268,False,2025-06-03
prod_00381,Le droit de changer à l'état pur,home,kitchen,29.21,Henry,4.1,47,518,False,2025-01-11
prod_00382,L'art de rouler à la pointe,toys,dolls,13.94,Bourdon Marin S.A.R.L.,4.4,44,867,False,2025-07-02
prod_00383,La possibilité d'atteindre vos buts en toute tranquilité,electronics,tablet,372.53,François Duval S.A.S.,4.6,58,26,False,2025-04-01
prod_00384,Le plaisir de concrétiser vos projets plus facilement,books,cookbooks,111.24,Couturier,4.7,52,407,False,2025-01-06
prod_00385,Le droit d'évoluer de manière efficace,sports,outdoor,32.92,Robert Bousquet SARL,3.7,39,512,False,2024-12-11
prod_00386,Le plaisir d'atteindre vos buts de manière sûre,beauty,makeup,24.86,Costa SA,3.6,46,298,False,2025-05-10
prod_00387,L'avantage de louer en toute tranquilité,books,business,107.36,Faure S.A.S.,4.5,43,425,False,2025-06-04
prod_00388,Le plaisir de louer à la pointe,sports,yoga,101.9,Olivier,3.7,34,319,False,2025-01-20
prod_00389,La possibilité d'avancer avant-tout,sports,fitness,14.56,Lecomte,4.2,43,166,False,2025-07-08
prod_00390,La liberté de concrétiser vos projets de manière efficace,home,furniture,50.39,Michaud,4.3,45,673,True,2025-06-04
prod_00391,Le pouvoir de changer en toute tranquilité,books,fiction,48.5,Launay,4.0,50,109,False,2025-07-22
prod_00392,L'assurance de rouler plus rapidement,beauty,makeup,38.43,Michel,4.0,44,645,False,2024-12-23
prod_00393,Le droit d'atteindre vos buts autrement,sports,outdoor,23.13,Rivière SA,4.4,49,626,False,2025-01-10
prod_00394,L'assurance d'évoluer de manière efficace,fashion,shoes,231.88,Letellier et Fils,4.5,36,812,False,2025-03-16
prod_00395,Le droit de changer à la pointe,fashion,watches,53.02,Vidal S.A.S.,3.6,40,73,False,2025-04-26
prod_00396,La liberté d'avancer à l'état pur,home,kitchen,47.87,Guillou Guyon SARL,5.0,30,575,False,2025-06-26
prod_00397,L'avantage d'atteindre vos buts plus facilement,books,science,89.55,Blanchet S.A.R.L.,5.0,36,562,True,2025-06-15
prod_00398,La possibilité d'innover plus rapidement,sports,team_sports,21.85,Carlier SARL,4.4,45,601,False,2025-08-06
prod_00399,Le pouvoir d'évoluer à l'état pur,sports,outdoor,24.26,Lelièvre S.A.,3.9,41,993,False,2025-05-02
prod_00400,Le pouvoir d'innover en toute tranquilité,fashion,watches,199.67,Philippe et Fils,4.4,60,922,False,2025-05-10
prod_00401,Le confort de concrétiser vos projets sans soucis,books,business,18.32,Delannoy SARL,4.2,55,199,True,2025-02-02
prod_00402,Le pouvoir de louer à sa source,toys,action_figures,78.46,Andre,4.4,52,227,False,2025-08-16
prod_00403,Le droit de louer sans soucis,sports,outdoor,43.17,Barbe,4.4,41,946,False,2025-08-09
prod_00404,Le droit d'évoluer plus facilement,beauty,skincare,14.31,Muller Delmas S.A.S.,4.0,41,938,False,2025-04-08
prod_00405,L'avantage d'atteindre vos buts de manière sûre,home,decor,38.43,Lelièvre Loiseau S.A.R.L.,3.6,44,757,False,2025-07-24
prod_00406,L'avantage de rouler autrement,books,science,38.36,Hubert,4.0,36,662,False,2025-01-16
prod_00407,L'avantage d'atteindre vos buts plus facilement,beauty,skincare,53.25,Jourdan et Fils,4.4,42,48,False,2024-10-25
prod_00408,Le pouvoir de concrétiser vos projets de manière sûre,books,fiction,17.78,Pages,4.2,50,26,False,2025-04-07
prod_00409,L'assurance de rouler plus rapidement,home,kitchen,31.91,Carpentier,4.2,49,695,False,2025-03-14
prod_00410,Le plaisir d'avancer plus facilement,home,appliances,203.86,Langlois,4.1,47,675,True,2025-06-28
prod_00411,L'avantage de louer de manière sûre,beauty,haircare,60.33,Sanchez,4.1,62,378,False,2025-03-27
prod_00412,La liberté d'évoluer sans soucis,toys,dolls,70.77,Pons,3.7,58,697,False,2025-07-31
prod_00413,L'avantage d'innover plus rapidement,sports,outdoor,27.59,Pruvost,4.3,59,876,False,2025-01-15
prod_00414,Le plaisir de rouler de manière sûre,sports,yoga,90.09,Gonzalez,4.3,43,571,False,2025-05-04
prod_00415,Le plaisir de rouler à sa source,electronics,headphones,65.03,Hamon,4.9,61,158,True,2025-06-01
prod_00416,La possibilité de changer autrement,books,fiction,87.75,François,4.7,36,389,False,2025-03-05
prod_00417,La possibilité d'avancer plus rapidement,toys,board_games,34.36,Toussaint,5.0,39,119,False,2025-01-15
prod_00418,Le confort de rouler à la pointe,fashion,accessories,184.73,Meunier,3.9,46,410,False,2024-11-20
prod_00419,Le confort d'innover de manière efficace,electronics,smartphone,32.17,Poulain,4.1,62,448,False,2024-10-09
prod_00420,Le droit de changer en toute tranquilité,electronics,headphones,22.97,Lemoine,3.7,45,462,False,2024-11-28
prod_00421,Le pouvoir d'avancer de manière sûre,fashion,clothing,44.93,Briand,3.9,51,457,False,2025-05-27
prod_00422,L'avantage de louer autrement,sports,outdoor,6.26,Evrard S.A.R.L.,4.0,43,514,False,2025-03-21
prod_00423,La possibilité d'avancer avant-tout,fashion,clothing,41.78,Paris Martins S.A.S.,4.5,54,823,False,2025-01-12
prod_00424,Le droit de louer de manière efficace,fashion,watches,20.61,Rolland,4.8,46,495,False,2025-04-22
prod_00425,La liberté d'innover de manière efficace,books,business,7.73,Leduc,4.2,47,910,False,2025-05-24
prod_00426,La liberté de changer autrement,beauty,makeup,78.53,Henry,4.3,40,557,False,2025-09-09
prod_00427,Le pouvoir d'innover à sa source,sports,team_sports,141.17,Ferreira,4.5,44,734,False,2025-06-08
prod_00428,La liberté de rouler sans soucis,home,appliances,27.12,Bousquet SA,3.5,47,967,False,2025-05-25
prod_00429,Le confort d'innover en toute tranquilité,sports,fitness,28.4,Roger S.A.S.,4.6,41,635,False,2025-05-24
prod_00430,L'avantage d'innover sans soucis,home,furniture,138.27,Allard S.A.S.,4.1,47,250,False,2024-12-18
prod_00431,Le droit de louer en toute tranquilité,toys,dolls,82.14,Martineau S.A.S.,5.0,46,692,True,2025-02-18
prod_00432,La liberté d'innover à la pointe,beauty,makeup,26.32,Leleu,4.4,47,941,False,2025-04-18
prod_00433,L'avantage de changer de manière efficace,toys,educational,103.47,Guichard S.A.,4.2,52,172,False,2024-10-13
prod_00434,L'avantage de changer plus facilement,books,fiction,36.52,Gillet Hoareau S.A.S.,4.3,41,722,False,2024-12-29
prod_00435,Le plaisir d'innover avant-tout,books,science,45.48,Chauvet Petit S.A.,4.5,45,98,False,2025-10-01
prod_00436,La liberté d'évoluer sans soucis,electronics,laptop,54.15,Pereira,4.3,46,578,False,2025-02-13
prod_00437,Le confort d'avancer en toute tranquilité,fashion,watches,40.71,Rousseau SA,4.0,46,515,False,2025-02-18
prod_00438,Le confort de rouler avant-tout,sports,fitness,132.95,Hoareau,3.8,62,403,False,2025-07-30
prod_00439,Le pouvoir d'atteindre vos buts avant-tout,books,science,84.13,Lacroix Rousset SARL,5.0,38,832,False,2024-11-14
prod_00440,L'assurance de concrétiser vos projets de manière sûre,beauty,skincare,12.04,Leleu,4.1,41,354,False,2024-11-21
prod_00441,Le confort d'avancer plus rapidement,sports,outdoor,130.21,Rivière SARL,4.4,44,831,False,2025-09-07
prod_00442,La possibilité de changer à la pointe,beauty,fragrance,23.14,Voisin,4.4,45,510,False,2025-09-12
prod_00443,Le droit d'atteindre vos buts de manière sûre,home,kitchen,41.27,Le Gall,3.7,49,634,False,2025-09-20
prod_00444,L'avantage d'évoluer à la pointe,electronics,laptop,32.36,Maillard,4.7,42,846,True,2024-11-03
prod_00445,Le plaisir d'atteindre vos buts autrement,toys,dolls,13.41,Thierry Cousin SA,4.2,46,953,False,2025-07-11
prod_00446,Le plaisir de changer en toute tranquilité,sports,fitness,137.12,Carpentier S.A.,4.4,48,307,False,2025-08-25
prod_00447,Le pouvoir d'innover plus rapidement,fashion,accessories,110.28,Da Silva Hamel SA,3.9,42,891,False,2025-06-02
prod_00448,L'art d'évoluer plus rapidement,electronics,headphones,35.8,Carlier SARL,3.6,38,172,False,2025-06-22
prod_00449,Le plaisir d'évoluer autrement,fashion,clothing,48.37,Coulon S.A.S.,4.0,44,436,False,2025-03-11
prod_00450,La possibilité de concrétiser vos projets avant-tout,beauty,makeup,32.06,Arnaud S.A.R.L.,4.1,45,739,False,2024-11-06
prod_00451,La possibilité d'évoluer plus facilement,sports,outdoor,40.9,Coste,4.3,32,848,False,2025-08-19
prod_00452,L'art d'avancer plus rapidement,sports,outdoor,43.37,Leconte Rodriguez et Fils,4.7,57,63,False,2025-04-28
prod_00453,L'art de changer à la pointe,books,business,224.57,Carpentier,3.7,40,509,False,2025-09-08
prod_00454,La possibilité d'évoluer à la pointe,sports,outdoor,20.29,Grenier,4.2,42,599,False,2025-04-21
prod_00455,L'art de rouler sans soucis,sports,yoga,47.59,Gautier,4.1,56,111,False,2024-11-11
prod_00456,Le pouvoir d'évoluer de manière sûre,toys,board_games,43.14,Riou S.A.,3.9,30,286,True,2025-02-20
prod_00457,Le plaisir de rouler sans soucis,fashion,clothing,255.47,Lambert,4.6,52,56,False,2025-09-06
prod_00458,La possibilité d'innover sans soucis,books,fiction,110.63,Bouchet SARL,5.0,62,317,True,2025-08-03
prod_00459,La liberté de rouler naturellement,electronics,tablet,55.4,Caron,3.5,53,770,False,2025-04-10
prod_00460,Le confort de rouler plus facilement,books,science,13.21,Jourdan,3.9,42,124,False,2025-07-27
prod_00461,Le confort de louer sans soucis,electronics,tablet,54.73,Duval,4.3,42,950,False,2025-01-29
prod_00462,La possibilité de changer naturellement,sports,outdoor,54.98,Bigot S.A.R.L.,3.2,39,373,False,2024-11-17
prod_00463,L'art d'avancer à la pointe,toys,action_figures,76.81,Payet,4.6,38,267,True,2025-06-18
prod_00464,La possibilité de concrétiser vos projets naturellement,fashion,shoes,33.54,Hervé S.A.S.,3.9,49,9,False,2025-04-10
prod_00465,L'avantage d'atteindre vos buts plus rapidement,fashion,clothing,16.23,Torres Lelièvre et Fils,4.0,43,395,False,2024-11-13
prod_00466,L'art d'avancer naturellement,sports,outdoor,23.42,Michaud,4.4,50,289,False,2025-06-26
prod_00467,Le confort de concrétiser vos projets en toute tranquilité,electronics,smartphone,126.97,Goncalves S.A.R.L.,4.7,48,111,False,2025-04-01
prod_00468,Le plaisir de louer en toute tranquilité,books,science,11.07,Evrard,4.2,53,945,True,2024-11-24
prod_00469,L'art d'avancer à sa source,sports,fitness,28.35,Mahe,4.8,48,30,False,2024-12-16
